exp,trap,cup,start,start,start,start,end,end,end,end,time,depth,pc,pc,pn,pn,pp,pp,pic,psi,mass,mass,n15,n15
,,,month,day,year,hour,month,day,year,hour,,,mean,sd,mean,sd,mean,sd,,,mean,sd,mean,sd
#,#,#,,,,,,,,,(days),(m),mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,permil,permil
,,,,,,,,,,,,,,,,,,,,,,,,
3,4,4,6,1,1995,6,6,8,1995,12,7.25,4000,1.62,0.01,0.08,0.009,0.0071,-9,0.806,0.748,7.35,0.31,-9,-9
3,4,5,6,8,1995,12,6,15,1995,18,7.25,4000,4.07,0.37,0.203,0.023,0.02147,-9,1.73,1.792,17.32,0.78,-9,-9
3,4,6,6,15,1995,18,6,23,1995,0,7.25,4000,2.51,0.05,0.109,0.011,0.01249,-9,1.079,1.154,8.98,0.68,-9,-9
3,4,7,6,23,1995,0,6,30,1995,6,7.25,4000,2.71,0.42,0.128,0.013,0.01416,-9,1.25,1.041,10.11,0.51,-9,-9
3,4,8,6,30,1995,6,7,7,1995,12,7.25,4000,2.19,0,0.128,0.021,0.01361,-9,0.916,1.022,8.82,0.73,-9,-9
3,4,9,7,7,1995,12,7,14,1995,18,7.25,4000,3.88,0.1,0.208,0.002,0.03172,-9,1.782,2.129,18.93,0.7,-9,-9
3,4,10,7,14,1995,18,7,22,1995,0,7.25,4000,4.23,0.3,0.183,0.016,0.02962,-9,1.746,2.337,21.53,0.21,-9,-9
3,4,11,7,22,1995,0,7,29,1995,6,7.25,4000,3.84,0.15,0.175,0.004,0.02992,-9,1.608,1.883,19.6,0.73,-9,-9
3,4,12,7,29,1995,6,8,5,1995,12,7.25,4000,3.04,0.08,0.144,0,0.02607,-9,1.123,1.309,13.68,0.37,-9,-9
3,4,13,8,5,1995,12,8,12,1995,18,7.25,4000,4.01,0.03,0.199,0.016,0.03216,-9,1.746,1.894,22.08,0.33,-9,-9
3,4,14,8,12,1995,18,8,20,1995,0,7.25,4000,2.78,0.15,0.123,0.011,0.02881,-9,1.255,1.179,14.52,0.94,-9,-9
3,4,15,8,20,1995,0,8,27,1995,6,7.25,4000,3.18,0.11,0.1,0.019,0.01881,-9,1.338,1.249,14.99,1.85,-9,-9
3,4,16,8,27,1995,6,9,3,1995,12,7.25,4000,3.38,0.07,0.105,0,0.02348,-9,1.308,1.669,17.29,2.06,-9,-9
3,4,17,9,3,1995,12,9,10,1995,18,7.25,4000,6.18,0.45,0.219,0.037,0.05782,-9,2.4,3.398,30.6,2.65,-9,-9
3,4,18,9,10,1995,18,9,18,1995,0,7.25,4000,3.27,0.04,0.121,0.001,0.01794,-9,1.683,1.765,15.69,1.4,-9,-9
3,4,19,9,18,1995,0,9,25,1995,6,7.25,4000,3.46,0.05,0.139,0.014,0.0334,-9,1.581,1.683,19.45,3.04,-9,-9
3,4,20,9,25,1995,6,10,2,1995,12,7.25,4000,2.68,0.3,0.11,0.028,0.02836,-9,1.101,1.29,13.03,0.43,-9,-9
3,4,21,10,2,1995,12,10,9,1995,18,7.25,4000,2.76,0.1,0.113,0.007,0.02414,-9,1.346,1.672,15.27,3.3,-9,-9
4,1,1,11,15,1995,0,11,30,1995,5,15.21,1500,1.07,0.02,0.062,0.005,0.00874,0.00097,0.587,0.322,8.18,0.35,-9,-9
4,1,2,11,30,1995,5,12,15,1995,10,15.21,1500,2.62,0.16,0.198,0.023,0.02923,0.00299,0.953,0.632,8.28,0.81,-9,-9
4,1,3,12,15,1995,10,12,30,1995,15,15.21,1500,1.8,0.04,0.178,0.009,0.04061,0.00241,0.573,0.361,5.49,0.44,-9,-9
4,1,4,12,30,1995,15,1,14,1996,20,15.21,1500,1.51,0.11,0.09,0.007,0.02086,0.00332,0.589,0.358,4.81,1.18,-9,-9
4,1,5,1,14,1996,20,1,30,1996,1,15.21,1500,0.95,0.01,0.057,0.003,0.0114,0.00126,0.401,0.181,2.66,0.83,-9,-9
4,1,6,1,30,1996,1,2,14,1996,6,15.21,1500,1.32,0.11,0.095,0.013,0.01394,0.00365,0.426,0.274,3.63,0.08,-9,-9
4,1,7,2,14,1996,6,2,29,1996,11,15.21,1500,0.75,0.04,0.054,0.01,0.01087,0.00225,0.26,0.204,6.23,1.08,-9,-9
4,1,8,2,29,1996,11,3,15,1996,16,15.21,1500,1.9,0.03,0.11,0.003,0.01001,0.0005,0.671,0.368,8.45,1.07,-9,-9
4,1,9,3,15,1996,16,3,30,1996,21,15.21,1500,2.21,0.17,0.15,0.017,0.01592,0.00242,0.606,0.582,6.86,0.48,-9,-9
4,1,10,3,30,1996,21,4,15,1996,2,15.21,1500,2.89,0.15,0.18,0.011,0.0158,0.00268,1.14,0.96,10.24,0.35,-9,-9
4,1,11,4,15,1996,2,4,30,1996,7,15.21,1500,2.32,0.1,0.177,0.009,0.02996,0.00141,0.906,0.787,7.8,0.39,-9,-9
4,1,12,4,30,1996,7,5,15,1996,12,15.21,1500,3.32,0.03,0.232,0.011,0.02501,0.00269,1.161,1.025,12,3.55,-9,-9
4,1,13,5,15,1996,12,5,30,1996,17,15.21,1500,3.13,0.19,0.228,0.023,0.02353,0.001,0.943,0.777,8.14,0.52,-9,-9
4,1,14,5,30,1996,17,6,14,1996,22,15.21,1500,3.25,0.2,0.237,0.024,0.03051,0.00234,1.185,0.938,8.6,0.8,-9,-9
4,1,15,6,14,1996,22,6,30,1996,3,15.21,1500,3.73,0.19,0.259,0.025,0.02684,0.00074,1.122,1.023,12.49,0.87,-9,-9
4,1,16,6,30,1996,3,7,15,1996,8,15.21,1500,6.1,0.48,0.406,0.025,0.09316,0.03385,1.886,1.751,21.62,0.23,-9,-9
4,1,17,7,15,1996,8,7,30,1996,13,15.21,1500,6.24,0.53,0.381,0.036,0.04117,0.00255,2.155,1.428,22.55,5.08,-9,-9
4,1,18,7,30,1996,13,8,14,1996,18,15.21,1500,7.9,0.28,0.463,0.039,0.06336,0.00523,3.253,1.993,29.96,2.96,-9,-9
4,1,19,8,14,1996,18,8,29,1996,23,15.21,1500,5.75,0.81,0.329,0.026,0.05121,0.00161,2.578,1.331,17.58,4.09,-9,-9
4,1,20,8,29,1996,23,9,14,1996,4,15.21,1500,1.35,0.06,0.093,0.011,0.01064,0.0019,0.573,0.262,5.69,0.64,-9,-9
4,1,21,9,14,1996,4,9,29,1996,9,15.21,1500,2.21,0.06,0.14,0.006,0.01243,0.00219,0.957,0.753,6.18,0.56,-9,-9
4,2,1,11,15,1995,0,11,30,1995,5,15.21,2800,1.48,0.09,0.096,0.01,0.01357,0.00043,0.547,0.491,5.09,0.22,-9,-9
4,2,2,11,30,1995,5,12,15,1995,10,15.21,2800,2.62,0.12,0.167,0.017,0.01167,0.00252,1.032,0.821,9.42,0.64,-9,-9
4,2,3,12,15,1995,10,12,30,1995,15,15.21,2800,1.88,0.11,0.147,0.023,0.00724,0.00226,0.743,0.556,6.28,0.66,-9,-9
4,2,4,12,30,1995,15,1,14,1996,20,15.21,2800,2.42,0.08,0.189,0.006,0.01178,0.0025,0.877,0.801,9.69,0.05,-9,-9
4,2,5,1,14,1996,20,1,30,1996,1,15.21,2800,2.28,0.48,0.135,0.012,0.01493,0.0019,0.679,0.793,6.96,1.24,-9,-9
4,2,6,1,30,1996,1,2,14,1996,6,15.21,2800,2.27,0.17,0.155,0.04,0.01164,0.00243,0.999,0.898,8.84,0.31,-9,-9
4,2,7,2,14,1996,6,2,29,1996,11,15.21,2800,2.74,0.2,0.2,0.016,0.0144,0.00171,0.886,1.172,9.32,0.39,-9,-9
4,2,8,2,29,1996,11,3,15,1996,16,15.21,2800,2.08,0.13,0.146,0.015,0.01562,0.00314,0.788,0.942,9.05,1.83,-9,-9
4,2,9,3,15,1996,16,3,30,1996,21,15.21,2800,3.35,0.18,0.289,0.009,0.03576,0.00322,0.965,1.203,10.59,0.32,-9,-9
4,2,10,3,30,1996,21,4,15,1996,2,15.21,2800,3.45,0.29,0.24,0.027,0.02497,0.00372,1.157,1.286,12.88,0.16,-9,-9
4,2,11,4,15,1996,2,4,30,1996,7,15.21,2800,2.61,0.06,0.152,0.016,0.02776,0.00144,1.186,1.198,9.24,0.43,-9,-9
4,2,12,4,30,1996,7,5,15,1996,12,15.21,2800,2.33,0.09,0.121,0.004,0.01492,0.00053,0.968,0.783,8.11,0.02,-9,-9
4,2,13,5,15,1996,12,5,30,1996,17,15.21,2800,2.78,0.05,0.144,0.028,0.01675,0.00099,1.04,1.169,12.1,3.12,-9,-9
4,2,14,5,30,1996,17,6,14,1996,22,15.21,2800,3.03,0.02,0.162,0.01,0.02939,0.00209,1.194,1.073,9.84,1.13,-9,-9
4,2,15,6,14,1996,22,6,30,1996,3,15.21,2800,3.88,0.24,0.191,0.018,0.01943,0.00453,1.457,1.378,13.9,0.41,-9,-9
4,2,16,6,30,1996,3,7,15,1996,8,15.21,2800,5.59,0.22,0.242,0.015,0.01977,0.00026,2.471,1.777,19.17,0.87,-9,-9
4,2,17,7,15,1996,8,7,30,1996,13,15.21,2800,4.72,0.16,0.204,0.041,0.03862,0.00065,1.721,1.638,13.8,1.63,-9,-9
4,2,18,7,30,1996,13,8,14,1996,18,15.21,2800,5.28,0.46,0.258,0.026,0.02825,0.00263,1.67,1.904,18.29,0.84,-9,-9
4,2,19,8,14,1996,18,8,29,1996,23,15.21,2800,3.89,0.7,0.161,0.028,0.02231,0.00118,1.595,1.456,14.44,0.64,-9,-9
4,2,20,8,29,1996,23,9,14,1996,4,15.21,2800,3.24,0.42,0.106,0.03,0.01599,0.00176,1.365,1.2,13.32,0.6,-9,-9
4,2,21,9,14,1996,4,9,29,1996,9,15.21,2800,3.48,0.21,0.136,0.03,0.02836,0.00072,1.197,1.399,12.27,0.39,-9,-9
4,3,1,11,15,1995,0,11,30,1995,5,15.21,4000,1.44,0.86,0.117,0.119,0.0071,0.0005,0.493,0.265,3.91,0.12,2.55,0.45
4,3,2,11,30,1995,5,12,15,1995,10,15.21,4000,1.94,0.11,0.115,0.002,0.01375,0.00196,0.949,0.717,9.08,0.68,2.27,0.87
4,3,3,12,15,1995,10,12,30,1995,15,15.21,4000,1.58,0.05,0.104,0.014,0.0108,0.00084,0.673,0.431,5.84,0.19,2.77,0.3
4,3,4,12,30,1995,15,1,14,1996,20,15.21,4000,1.81,0.1,0.112,0.009,0.01045,0.00161,0.935,1.396,6.1,0.35,1.82,0.24
4,3,5,1,14,1996,20,1,30,1996,1,15.21,4000,2.14,0.16,0.141,0.011,0.01537,0.00055,0.848,0.69,7.93,1.01,2.38,1.01
4,3,6,1,30,1996,1,2,14,1996,6,15.21,4000,1.6,0.04,0.112,0.006,0.01165,0.00173,0.647,0.629,5.2,0.33,2.67,0.57
4,3,7,2,14,1996,6,2,29,1996,11,15.21,4000,1.65,0.11,0.121,0.013,0.01655,0,0.598,0.543,5.22,1.53,1.41,1.18
4,3,8,2,29,1996,11,3,15,1996,16,15.21,4000,1.94,0.05,0.131,0.007,0.0109,0.00167,0.802,0.682,6.18,0.25,2.1,0.34
4,3,9,3,15,1996,16,3,30,1996,21,15.21,4000,1.95,0.07,0.152,0.014,0.03475,0.00265,0.708,0.725,6.64,0.55,1.48,0.04
4,3,10,3,30,1996,21,4,15,1996,2,15.21,4000,2.08,0.07,0.149,0.014,0.01273,0.0023,0.838,0.853,6.02,0.48,1.56,0.1
4,3,11,4,15,1996,2,4,30,1996,7,15.21,4000,2.39,0.06,0.182,0.006,0.01279,0.00056,1.053,1.183,6.74,1.41,1.19,0.45
4,3,12,4,30,1996,7,5,15,1996,12,15.21,4000,2.31,0.01,0.188,0.003,0.01472,0.00056,0.993,0.857,9.84,1.28,2.35,2.66
4,3,13,5,15,1996,12,5,30,1996,17,15.21,4000,1.96,0.01,0.073,-9,0.0147,0.00242,0.788,0.708,7.03,0.33,2.02,0.2
4,3,14,5,30,1996,17,6,14,1996,22,15.21,4000,2.27,0.1,0.091,0.008,0.01461,0.00037,0.931,1.032,7.51,0.62,1.75,0.2
4,3,15,6,14,1996,22,6,30,1996,3,15.21,4000,2.68,0.04,0.116,0.033,0.02403,0.00246,1.103,1.05,9.91,0.01,2.55,0.87
4,3,16,6,30,1996,3,7,15,1996,8,15.21,4000,4,0.13,0.185,0.007,0.02186,0.00081,1.829,1.184,18.51,1.24,1.49,0.09
4,3,17,7,15,1996,8,7,30,1996,13,15.21,4000,5.03,0.34,0.263,0.042,0.02621,0.00293,2.316,1.395,15.09,1.53,1.77,0.02
4,3,18,7,30,1996,13,8,14,1996,18,15.21,4000,3.65,0.2,0.253,0.025,0.11888,0.01298,1.178,1.243,14.57,0.95,1.79,0.1
4,3,19,8,14,1996,18,8,29,1996,23,15.21,4000,3.43,0,0.181,0.009,0.04905,0.01207,1.426,1.525,13.2,1.07,1.99,0.29
4,3,20,8,29,1996,23,9,14,1996,4,15.21,4000,2.42,0.15,0.124,0.018,0.01677,0.00365,0.882,0.883,8.13,0.04,2.3,0.18
4,3,21,9,14,1996,4,9,29,1996,9,15.21,4000,2.29,0.24,0.093,0.004,0.01552,0.00025,0.936,0.788,8.48,0.85,2.34,0.31
5,1,1,10,9,1996,12,10,26,1996,12,17,1500,2.4,0.06,0.13,0.01,0.01236,0.00173,1.847,0.509,12.7,0.34,-9,-9
5,1,2,10,26,1996,12,11,12,1996,12,17,1500,3.37,0.43,0.18,0.05,0.01794,0.00385,1.659,0.47,14.68,0.34,-9,-9
5,1,3,11,12,1996,12,11,29,1996,12,17,1500,1.38,0.03,0.1,0.01,0.00838,0.00075,0.966,0.315,5.28,1.47,-9,-9
5,1,4,11,29,1996,12,12,16,1996,12,17,1500,1.69,0.08,0.09,0.05,0.00868,0.00025,1.695,0.252,6.36,0.19,-9,-9
5,1,5,12,16,1996,12,1,2,1997,12,17,1500,2.23,0.18,0.13,0.02,0.01446,0.00102,1.305,0.434,8.08,0.5,-9,-9
5,1,6,1,2,1997,12,1,19,1997,12,17,1500,2.08,0.09,0.16,0.05,0.02354,0.00269,0.682,0.692,7.58,0.6,-9,-9
5,1,7,1,19,1997,12,2,5,1997,12,17,1500,2.5,0.09,0.16,0.06,0.01972,0.00257,1.038,0.626,10.13,0.5,-9,-9
5,1,8,2,5,1997,12,2,22,1997,12,17,1500,2.05,0.21,0.16,0.04,0.02653,0.00368,0.964,0.707,9.82,0.43,-9,-9
5,1,9,2,22,1997,12,3,11,1997,12,17,1500,3.87,0.18,0.25,0.07,0.02356,0.00057,1.453,0.897,13.42,0.21,-9,-9
5,1,10,3,11,1997,12,3,28,1997,12,17,1500,2.34,0.29,0.17,0.03,0.03165,0.00106,1.169,0.603,7.33,1.38,-9,-9
5,1,11,3,28,1997,12,4,14,1997,12,17,1500,3.01,0.22,0.19,0.01,0.03174,0.00021,1.669,0.806,10.9,1.43,-9,-9
5,1,12,4,14,1997,12,5,1,1997,12,17,1500,3.58,0.23,0.22,0.04,0.02128,0.00017,1.499,1.055,13,3.16,-9,-9
5,1,13,5,1,1997,12,5,18,1997,12,17,1500,3.18,0.02,0.2,0.05,0.0276,0.00118,1.622,0.863,12.64,0.58,-9,-9
5,1,14,5,18,1997,12,6,4,1997,12,17,1500,3.87,0.15,0.27,0.05,0.02449,0.00169,1.469,0.791,12.65,2.15,-9,-9
5,1,15,6,4,1997,12,6,21,1997,12,17,1500,2.52,0.14,0.09,0,0.02049,0.00313,0.993,0.641,12.03,0.78,-9,-9
5,1,16,6,21,1997,12,7,8,1997,12,17,1500,2.06,0.12,0.08,0.01,0.01628,0.00017,0.736,0.451,7.95,1.38,-9,-9
5,1,17,7,8,1997,12,7,25,1997,12,17,1500,0.47,0.01,0.01,0.01,0.0048,0.00089,0.182,0.16,1.9,0.23,-9,-9
5,1,18,7,25,1997,12,8,11,1997,12,17,1500,0.05,0.01,0,0,0.00051,0.00008,0.016,0.032,0.38,0.05,-9,-9
5,1,19,8,11,1997,12,8,28,1997,12,17,1500,0.79,0,0.03,0,0.00586,0.00013,0.188,0.241,2.81,0.22,-9,-9
5,1,20,8,28,1997,12,9,14,1997,12,17,1500,0.46,0.48,0.01,0.04,0.00169,0.00011,0.022,0.058,0.66,0.06,-9,-9
5,2,1,10,9,1996,12,10,26,1996,12,17,2800,1.15,0.9,0.06,0.04,0.00635,0.0009,0.421,0.417,5.03,0.42,-9,-9
5,2,2,10,26,1996,12,11,12,1996,12,17,2800,3.35,1.28,0.19,0.03,0.01255,0.00174,1.941,0.819,15.32,2.18,-9,-9
5,2,3,11,12,1996,12,11,29,1996,12,17,2800,4.66,2.53,0.23,0.09,0.01993,0.00251,1.246,0.986,13.61,0.67,-9,-9
5,2,4,11,29,1996,12,12,16,1996,12,17,2800,2.67,0.06,0.15,0.01,0.02493,0.00306,1.073,0.801,10.69,1.45,-9,-9
5,2,5,12,16,1996,12,1,2,1997,12,17,2800,2.61,0.09,0.14,0.01,0.01579,0.00213,1.026,0.663,8.62,1.71,-9,-9
5,2,6,1,2,1997,12,1,19,1997,12,17,2800,1.94,0.12,0.12,0.02,0.01192,0.00197,0.812,0.581,7.05,0.75,-9,-9
5,2,7,1,19,1997,12,2,5,1997,12,17,2800,1.58,0.01,0.1,0.01,0.00702,0.00081,0.627,0.492,6.86,0.35,-9,-9
5,2,8,2,5,1997,12,2,22,1997,12,17,2800,1.81,0.13,0.12,0.01,0.00669,0.00009,0.709,0.637,6.88,1.82,-9,-9
5,2,9,2,22,1997,12,3,11,1997,12,17,2800,3.27,0.1,0.21,0.01,0.01404,0.00242,1.214,1.144,12.31,0.94,-9,-9
5,2,10,3,11,1997,12,3,28,1997,12,17,2800,2.81,0.05,0.19,0.01,0.01396,0.00306,1.015,1.108,10.45,1.46,-9,-9
5,2,11,3,28,1997,12,4,14,1997,12,17,2800,3.53,0.13,0.22,0.01,0.01418,0.00034,1.324,1.209,15.17,4.57,-9,-9
5,2,12,4,14,1997,12,5,1,1997,12,17,2800,3.49,0.16,0.22,0.01,0.01317,0.00093,1.196,1.304,12.74,1.73,-9,-9
5,2,13,5,1,1997,12,5,18,1997,12,17,2800,2.97,0.87,0.17,0.04,0.01765,0.00244,1.533,1.237,14.76,1.81,-9,-9
5,2,14,5,18,1997,12,6,4,1997,12,17,2800,3.1,1.52,0.13,0.08,0.01782,0.0006,1.796,1.438,15.92,3.41,-9,-9
5,2,15,6,4,1997,12,6,21,1997,12,17,2800,3.51,0.15,0.22,0.01,0.01416,0.00108,1.342,1.245,13.98,0.78,-9,-9
5,2,16,6,21,1997,12,7,8,1997,12,17,2800,5.17,0.11,0.33,0.01,0.02417,0.00216,1.885,2.348,23.76,4.27,-9,-9
5,2,17,7,8,1997,12,7,25,1997,12,17,2800,5.77,0.07,0.38,0.02,0.01537,0.00088,1.752,2.053,20.44,1.44,-9,-9
5,2,18,7,25,1997,12,8,11,1997,12,17,2800,3.61,0.14,0.22,0.01,0.01722,0.00153,1.299,1.345,13.16,1.81,-9,-9
5,2,19,8,11,1997,12,8,28,1997,12,17,2800,2.68,0.05,0.15,0.01,0.01113,0.00031,1.067,1.166,10.07,1.63,-9,-9
5,2,20,8,28,1997,12,9,14,1997,12,17,2800,2.93,0.06,0.17,0.01,0.01159,0.00276,1.107,1.116,10.18,0.24,-9,-9
5,2,21,9,14,1997,12,10,1,1997,12,17,2800,3.07,0.16,0.14,0.01,0.01312,0.00126,1.338,0.949,7.56,0.27,-9,-9
5,3,1,10,9,1996,12,10,26,1996,12,17,4000,2.08,0.24,0.1,0.02,0.00839,0.00025,0.498,0.895,10.52,0.04,3.53,0
5,3,2,10,26,1996,12,11,12,1996,12,17,4000,3.02,0.28,0.13,0.01,0.02006,0.00168,1.047,0.916,11.55,0.9,5.23,0
5,3,3,11,12,1996,12,11,29,1996,12,17,4000,2.59,0.1,0.13,0.01,0.01531,0.00125,1.032,1.151,11.99,2.37,0.31,0
5,3,4,11,29,1996,12,12,16,1996,12,17,4000,2.55,0.16,0.13,0.01,0.01582,0.00433,1.02,0.929,10.45,0.73,5.98,0
5,3,5,12,16,1996,12,1,2,1997,12,17,4000,2.56,0.09,0.15,0,0.03058,0.00748,0.854,0.996,11.01,0.85,6.26,0
5,3,6,1,2,1997,12,1,19,1997,12,17,4000,2.29,0.09,0.1,0.01,0.01074,0.0005,0.786,0.872,9.72,0.44,7.3,0
5,3,7,1,19,1997,12,2,5,1997,12,17,4000,1.99,0.09,0.1,0,0.01286,0.00299,0.805,1.031,9.68,2.43,4.77,0
5,3,8,2,5,1997,12,2,22,1997,12,17,4000,2,0.04,0.1,0.01,0.01089,0.00047,0.711,0.922,9,0.8,3.6,0
5,3,9,2,22,1997,12,3,11,1997,12,17,4000,2.34,0.04,0.13,0.01,0.01099,0.00191,0.945,0.972,9.69,0.31,4.03,0
5,3,10,3,11,1997,12,3,28,1997,12,17,4000,2.52,0.06,0.14,0,0.01288,0.00012,1.033,1.325,11.56,0.84,3.04,0
5,3,11,3,28,1997,12,4,14,1997,12,17,4000,2.53,0.07,0.15,0.01,0.01424,0.00226,0.891,1.347,11.75,0.06,4.7,0
5,3,12,4,14,1997,12,5,1,1997,12,17,4000,2.84,0.02,0.16,0,0.01728,0.00185,1.041,1.436,12.34,0.95,4.43,0
5,3,13,5,1,1997,12,5,18,1997,12,17,4000,2.83,0.14,0.18,0.02,0.02216,0.00175,0.821,1.108,9.3,1.58,2.82,0
5,3,14,5,18,1997,12,6,4,1997,12,17,4000,2.56,0.06,0.15,0,0.01679,0.00064,0.92,1.106,11.14,1.66,2.4,0
5,3,15,6,4,1997,12,6,21,1997,12,17,4000,2.57,0.06,0.13,0.01,0.01361,0.00113,0.919,1.102,9.27,0.37,4.25,0
5,3,16,6,21,1997,12,7,8,1997,12,17,4000,3.2,0.14,0.18,0.01,0.01965,0.00123,1.116,1.494,14.87,0.08,2.56,0
5,3,17,7,8,1997,12,7,25,1997,12,17,4000,6.97,0.25,0.44,0.02,0.02781,0.00818,1.927,3.044,24.2,3.88,0.87,0
5,3,18,7,25,1997,12,8,11,1997,12,17,4000,2.8,0.08,0.16,0,0.01705,0.00114,0.975,1.472,13.15,0.48,3.34,0
5,3,19,8,11,1997,12,8,28,1997,12,17,4000,2.42,0.07,0.12,0,0.01568,0.0029,0.701,1.481,11.35,0.57,3.99,0
5,3,20,8,28,1997,12,9,14,1997,12,17,4000,2.37,0.05,0.1,0.01,0.01498,0.00437,0.621,1.135,8.94,0.75,4.18,0
5,3,21,9,14,1997,12,10,1,1997,12,17,4000,1.76,0.03,0.08,0.01,0.0113,0.0012,0.376,0.846,5.88,0,3.76,0
6,1,1,12,22,1997,12,1,6,1998,10,14.9,2800,1.94,0.07,0.11,0.02,0.01549,0.00217,0.562,0.693,12.75,1.02,-9,-9
6,1,2,1,6,1998,10,1,21,1998,8,14.9,2800,2.63,0.31,0.13,0.01,0.02454,0.00003,0.826,0.872,11.07,0.99,-9,-9
6,1,3,1,21,1998,8,2,5,1998,6,14.9,2800,2.02,0.16,0.12,0.01,0.01263,0.00239,0.636,0.788,8.9,0.57,-9,-9
6,1,4,2,5,1998,6,2,20,1998,4,14.9,2800,2.52,0.22,0.16,0.04,0.02622,0.00538,0.701,1.03,13.74,0.12,-9,-9
6,1,5,2,20,1998,4,3,7,1998,2,14.9,2800,2.47,0.11,0.13,0.01,0.01902,0.0003,0.941,1.097,11.47,0.16,-9,-9
6,1,6,3,7,1998,2,3,22,1998,0,14.9,2800,3.19,0.09,0.18,0.01,0.01936,0.00243,1.148,1.251,14.15,6.6,-9,-9
6,1,7,3,22,1998,0,4,5,1998,22,14.9,2800,3.16,0.14,0.16,0.02,0.02211,0.00012,1.259,1.289,18.05,0.05,-9,-9
6,1,8,4,5,1998,22,4,20,1998,20,14.9,2800,3.58,0.48,0.14,0.01,0.02156,0.00225,1.757,1.059,10.63,4.2,-9,-9
6,1,9,4,20,1998,20,5,5,1998,18,14.9,2800,4.28,0.23,0.25,0.03,0.02172,0.00366,2.817,1.909,17.02,1.26,-9,-9
6,1,10,5,5,1998,18,5,20,1998,16,14.9,2800,3.73,0.09,0.23,0.01,0.02546,0.00043,1.439,1.601,17.21,0.46,-9,-9
6,1,11,5,20,1998,16,6,4,1998,14,14.9,2800,3.5,0.05,0.21,0.01,0.02121,0.00202,1.434,1.761,15.14,2.4,-9,-9
6,1,12,6,4,1998,14,6,19,1998,12,14.9,2800,3.66,0.05,0.22,0.01,0.0216,0.00344,1.397,1.778,14.4,2.5,-9,-9
6,1,13,6,19,1998,12,7,4,1998,10,14.9,2800,3.37,0.07,0.21,0.01,0.01959,0.00289,1.239,1.521,13.76,0.32,-9,-9
6,1,14,7,4,1998,10,7,19,1998,8,14.9,2800,4.64,0.04,0.28,0.03,0.02548,0.00028,2.012,1.456,18.69,0.03,-9,-9
6,1,15,7,19,1998,8,8,3,1998,6,14.9,2800,5.95,2.27,0.27,0.04,0.0262,0.00077,1.553,2.063,23.17,1.91,-9,-9
6,1,16,8,3,1998,6,8,18,1998,4,14.9,2800,3.65,0.06,0.21,0.01,0.02902,0.00575,1.407,1.768,17.05,0.2,-9,-9
6,1,17,8,18,1998,4,9,2,1998,2,14.9,2800,6.25,0.17,0.36,0.02,0.05354,0.00457,2.106,3.028,30.67,0,-9,-9
6,1,18,9,2,1998,2,9,17,1998,0,14.9,2800,5.72,0.27,0.33,0,0.03586,0.0023,2.103,2.86,29.97,2.91,-9,-9
6,1,19,9,17,1998,0,10,1,1998,22,14.9,2800,4.1,0.04,0.22,0.01,0.0323,0.00154,1.698,2.093,20.45,0.97,-9,-9
6,1,20,10,1,1998,22,10,16,1998,20,14.9,2800,3.02,0.02,0.17,0.02,0.02502,0.00336,1.185,1.723,15.11,1.37,-9,-9
6,1,21,10,16,1998,20,10,31,1998,18,14.9,2800,2.68,0.31,0.16,0.02,0.01754,0.0023,0.894,1.144,10.34,2.18,-9,-9
6,2,1,12,22,1997,12,1,6,1998,10,14.9,4000,1.56,0.1,0.08,0,0.01567,0.0016,0.643,0.764,8.75,0.63,3.85,3.58
6,2,2,1,6,1998,10,1,21,1998,8,14.9,4000,1.84,0.1,0.1,0.01,0.01454,0.00189,0.791,1.104,11.7,0.23,2.25,0.69
6,2,3,1,21,1998,8,2,5,1998,6,14.9,4000,1.97,0.03,0.12,0,0.01704,0.00288,0.77,1.098,11.1,0.43,2.7,0.42
6,2,4,2,5,1998,6,2,20,1998,4,14.9,4000,1.81,0.03,0.09,0.01,0.01078,0.00278,0.762,1.028,9.64,0.36,2.33,0.6
6,2,5,2,20,1998,6,3,7,1998,4,14.9,4000,1.85,0.08,0.07,0.01,0.01754,0.00268,0.779,1.027,8.87,0.28,2.43,0.36
6,2,6,3,7,1998,2,3,22,1998,0,14.9,4000,2.04,0.04,0.09,0.01,0.01451,0.00151,0.74,1.168,9.95,0.71,1.64,0.82
6,2,7,3,22,1998,0,4,5,1998,22,14.9,4000,2.19,0.2,0.1,0.01,0.01962,0.00718,0.866,1.179,12.27,0.76,1.8,0.04
6,2,8,4,5,1998,22,4,20,1998,20,14.9,4000,2.83,0.13,0.13,0.01,0.01851,0.00826,1.247,1.164,13.8,0.93,2.15,0.33
6,2,9,4,20,1998,20,5,5,1998,18,14.9,4000,2.71,0.37,0.21,0.03,0.01615,0.00002,1.062,1.558,13.83,0.58,2.32,0.82
6,2,10,5,5,1998,18,5,20,1998,16,14.9,4000,2.29,0.04,0.14,0.01,0.01301,0.00052,0.844,1.354,11.84,0.5,1.62,0.11
6,2,11,5,20,1998,16,6,4,1998,14,14.9,4000,2.93,0.03,0.2,0,0.03048,0.00215,1.11,1.793,15.75,0.24,1.6,0.75
