exp,trap,cup,start,start,start,start,end,end,end,end,time,depth,pc,pc,pn,pn,pp,pp,pic,psi,mass,mass,n15,n15
,,,month,day,year,hour,month,day,year,hour,,,mean,sd,mean,sd,mean,sd,,,mean,sd,mean,sd
#,#,#,,,,,,,,,(days),(m),mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,permil,permil
,,,,,,,,,,,,,,,,,,,,,,,,
11,1,2,11,30,2003,10,12,17,2003,20,17.42,2800,3.82,0.05,0.257,0.027,0.02878,0.00009,1.69,1.291,-9,-9,-9,-9
11,1,3,12,17,2003,20,1,4,2004,6,17.42,2800,2.68,0.31,0.176,0.003,0.01988,0.00437,1.12,1.059,-9,-9,-9,-9
11,1,4,1,4,2004,6,1,21,2004,16,17.42,2800,1.85,0.39,0.117,0.014,0.01153,0.00508,0.81,0.784,-9,-9,-9,-9
11,1,5,1,21,2004,16,2,8,2004,2,17.42,2800,2.19,0,0.142,0.003,0.01138,0.00327,0.7,0.795,-9,-9,-9,-9
11,1,6,2,8,2004,2,2,25,2004,12,17.42,2800,2.07,0.01,0.132,0.038,0.01021,0.00026,0,0.723,-9,-9,-9,-9
11,1,7,2,25,2004,12,3,13,2004,22,17.42,2800,2.38,0.1,0.14,0,0.01582,0.00615,1.07,0.869,-9,-9,-9,-9
11,1,8,3,13,2004,22,3,31,2004,8,17.42,2800,3.17,0.22,0.231,0.017,0.05288,0.0208,1.34,1.074,-9,-9,-9,-9
11,1,9,3,31,2004,8,4,17,2004,18,17.42,2800,3.26,0.12,0.21,0.038,0.02315,0.00472,1.36,1.041,-9,-9,-9,-9
11,1,10,4,17,2004,18,5,5,2004,4,17.42,2800,4.14,0.1,0.269,0.058,0.02564,0.00336,1.83,1.214,-9,-9,-9,-9
11,1,11,5,5,2004,4,5,22,2004,14,17.42,2800,3.33,0.06,0.209,0.061,0.02631,0.01014,1.43,1.072,-9,-9,-9,-9
11,1,12,5,22,2004,14,6,9,2004,0,17.42,2800,3.86,0.11,0.245,0.024,0.02257,0.00275,1.49,1.337,-9,-9,-9,-9
11,1,13,6,9,2004,0,6,26,2004,10,17.42,2800,3.63,0.18,0.247,0.007,0.02098,0.00301,0.76,1.331,-9,-9,-9,-9
11,1,14,6,26,2004,10,7,13,2004,20,17.42,2800,3.58,0.14,0.238,0.027,0.01985,0.0041,1.4,1.267,-9,-9,-9,-9
11,1,15,7,13,2004,20,7,31,2004,6,17.42,2800,3.91,0.08,0.281,0.027,0.02758,0.00224,1.33,1.294,-9,-9,-9,-9
11,1,16,7,31,2004,6,8,17,2004,16,17.42,2800,4.32,0.21,0.365,0,0.02363,0.00317,1.13,1.512,-9,-9,-9,-9
11,1,17,8,17,2004,16,9,4,2004,2,17.42,2800,3.62,2.3,0.186,0.038,0.01263,0.00103,1.02,0.839,-9,-9,-9,-9
11,1,18,9,4,2004,2,9,21,2004,12,17.42,2800,2.02,0.05,0.157,0.003,0.0115,0.00155,0.69,0.767,-9,-9,-9,-9
11,1,19,9,21,2004,12,10,8,2004,22,17.42,2800,1.58,0.02,0.119,0.045,0.01023,0.00077,0.49,0.591,-9,-9,-9,-9
11,1,20,10,8,2004,22,10,26,2004,8,17.42,2800,1.43,0,0.112,0.01,0.01032,0.0006,1.03,0.482,-9,-9,-9,-9
11,1,21,10,26,2004,8,11,12,2004,18,17.42,2800,1.45,0.04,0.131,0.029,0.01162,0.00222,0.96,0.504,-9,-9,-9,-9
11,2,1,11,13,2003,0,11,30,2003,10,17.42,4000,1.57,0.03,0.1,0.015,0.01275,0.00103,1.26,1.089,-9,-9,3.45,0
11,2,2,11,30,2003,10,12,17,2003,20,17.42,4000,2.76,0.23,0.173,0.017,0.0242,0.00214,1.18,1.098,-9,-9,2.09,0
11,2,3,12,17,2003,20,1,4,2004,6,17.42,4000,2.18,0.11,0.125,0.034,0.01748,0.00026,-9,1.236,-9,-9,2.3,0
11,2,4,1,4,2004,6,1,21,2004,16,17.42,4000,2.25,0.05,0.124,0.007,0.01582,0.00094,0.82,1.368,-9,-9,2.44,0
11,2,5,1,21,2004,16,2,8,2004,2,17.42,4000,2.2,0.02,0.119,0.017,0.01439,0.00549,1.22,1.269,-9,-9,2.97,0
11,2,6,2,8,2004,2,2,25,2004,12,17.42,4000,2.18,0.01,0.133,0.017,0.01834,0.00231,0.86,1.225,-9,-9,2.75,0
11,2,7,2,25,2004,12,3,13,2004,22,17.42,4000,2.09,0.01,0.128,0.034,0.01478,0.00335,0.85,1.432,-9,-9,3.12,0
11,2,8,3,13,2004,22,3,31,2004,8,17.42,4000,2.28,0.01,0.147,0.01,0.0153,0.00094,0.89,1.246,-9,-9,1.6,0
11,2,9,3,31,2004,8,4,17,2004,18,17.42,4000,2.26,0.11,0.134,0.041,0.01295,0.00043,0.9,1.245,-9,-9,3.11,0
11,2,10,4,17,2004,18,5,5,2004,4,17.42,4000,2.88,0.08,0.192,0.048,0.01947,0.00606,1.17,1.406,-9,-9,2.2,0
11,2,11,5,5,2004,4,5,22,2004,14,17.42,4000,3.32,0.04,0.22,0.007,0.021,0.00711,1.37,1.462,-9,-9,-9,-9
11,2,12,5,22,2004,14,6,9,2004,0,17.42,4000,3.55,0.09,0.208,0.038,0.02356,0.00627,1.37,1.337,-9,-9,0.59,0
11,2,13,6,9,2004,0,6,26,2004,10,17.42,4000,3.18,0.1,0.198,0.017,0.01769,0.00086,-9,1.331,-9,-9,1.29,0
11,2,14,6,26,2004,10,7,13,2004,20,17.42,4000,3.03,0.17,0.218,0.024,0.016,0.00744,1.13,1.267,-9,-9,2.38,0
11,2,15,7,13,2004,20,7,31,2004,6,17.42,4000,4.52,0.1,0.306,0,0.04757,0.00309,1.64,1.294,-9,-9,0.64,0
11,2,16,7,31,2004,6,8,17,2004,16,17.42,4000,5.75,0.38,0.506,0.01,0.02324,0,1.42,1.512,-9,-9,-0.71,0
11,2,17,8,17,2004,16,9,4,2004,2,17.42,4000,2.29,0.02,0.152,0,0.01457,0.00069,0.75,0.839,-9,-9,2,0
11,2,18,9,4,2004,2,9,21,2004,12,17.42,4000,2.5,0.06,0.172,0.027,0.03307,0.0077,0.84,0.767,-9,-9,0.07,0
11,2,19,9,21,2004,12,10,8,2004,22,17.42,4000,2.03,0.13,0.12,0.038,0.0161,0.00535,0.8,0.591,-9,-9,4.33,0
11,2,20,10,8,2004,22,10,26,2004,8,17.42,4000,2.1,0.07,0.137,0.038,0.01493,0.00371,0.73,0.482,-9,-9,3.19,0
11,2,21,10,26,2004,8,11,12,2004,18,17.42,4000,1.88,0.03,0.143,0.057,0.01499,0.00262,0.62,0.504,-9,-9,2.69,0
12,1,1,7,18,2005,20,7,21,2005,6,2.42,4000,0.93,0.25,0.09,0.026,0.00547,0.00053,0.28,0.587,-9,-9,2.06,2.31
12,1,2,7,21,2005,6,7,23,2005,16,2.42,4000,2.06,0.04,0.188,0.036,0.01669,0.01064,0.88,0.994,-9,-9,2.15,0.12
12,1,3,7,23,2005,16,7,26,2005,2,2.42,4000,1.32,0.11,0.112,0.069,0.00632,0.00081,0.46,0.683,-9,-9,2.38,0.46
12,1,4,7,26,2005,2,7,28,2005,12,2.42,4000,2.06,0.12,0.141,0.036,0.01149,0.00203,0.96,1.125,-9,-9,2.19,0.91
12,1,5,7,28,2005,12,7,30,2005,22,2.42,4000,0.9,0.14,0.086,0.021,0.00974,0.00065,0.44,0.723,-9,-9,2.12,0.77
12,1,6,7,30,2005,22,8,2,2005,8,2.42,4000,2.29,0.1,0.191,0.018,0.01871,0.00902,0.77,1.301,-9,-9,1.41,0.16
12,1,7,8,2,2005,8,8,4,2005,18,2.42,4000,4.43,0.04,0.325,0.083,0.0252,0.00085,1.99,2.242,-9,-9,2,0.92
12,1,8,8,4,2005,18,8,7,2005,4,2.42,4000,1.71,0,0.156,0.008,0.00811,0.00211,0.58,0.999,-9,-9,0.8,1.04
12,1,9,8,7,2005,4,8,9,2005,14,2.42,4000,1.92,0.04,0.162,0.021,0.01197,0.00355,0.6,1.07,-9,-9,0.49,0.37
12,1,10,8,9,2005,14,8,12,2005,0,2.42,4000,4.33,0.01,0.466,0.015,0.02961,0.01677,0.69,1.814,-9,-9,0.23,0.11
12,1,11,8,12,2005,0,8,14,2005,10,2.42,4000,4.43,0.04,0.432,0.072,0.01525,0.00085,0.91,1.789,-9,-9,0.84,0.81
12,1,12,8,14,2005,10,8,16,2005,20,2.42,4000,11.7,0.15,0.925,0.039,0.0538,0.00705,2.66,4.807,-9,-9,0.47,0.88
12,1,13,8,16,2005,20,8,19,2005,6,2.42,4000,6.48,0.18,0.618,0.078,0.03093,0.01831,1.45,2.789,-9,-9,0.48,1.27
12,1,14,8,19,2005,6,8,21,2005,16,2.42,4000,4.27,0.18,0.373,0.01,0.02223,0.00044,1.45,2.232,-9,-9,0.23,0.26
12,1,15,8,21,2005,16,8,24,2005,2,2.42,4000,3.48,0.12,0.276,0.005,0.0144,0.0057,0.89,1.603,-9,-9,0.6,0.68
12,1,16,8,24,2005,2,8,26,2005,12,2.42,4000,2.92,0.03,0.272,0.057,0.01602,0.00716,0.88,1.529,-9,-9,0.57,0.57
12,1,17,8,26,2005,12,8,28,2005,22,2.42,4000,2.22,0.2,0.233,0.011,0.00975,0.00007,0.69,1.264,-9,-9,0.91,1.26
12,1,18,8,28,2005,22,8,31,2005,8,2.42,4000,4.48,0.13,0.333,0.057,0.01542,0.0017,1.43,2.094,-9,-9,0.8,0.24
12,1,19,8,31,2005,8,9,2,2005,18,2.42,4000,5.28,0.06,0.396,0.067,0.01701,0.00208,1.87,2.66,-9,-9,0.2,0.87
12,1,20,9,2,2005,18,9,5,2005,4,2.42,4000,9.68,0.05,0.714,0.064,0.03525,0.00603,2.93,4.234,-9,-9,0.78,0.03
12,1,21,9,5,2005,4,9,7,2005,14,2.42,4000,5.41,0.1,0.451,0.086,0.022,0.00251,2.08,2.46,-9,-9,0.89,0.48
13,1,1,7,10,2007,0,7,27,2007,9,17.38,2800,1.52,0.1,0.115,-9,0.01217,0.00204,1.1,0.574,-9,-9,-9,-9
13,1,2,7,27,2007,9,8,13,2007,18,17.38,2800,3.23,0.08,0.225,0.003,0.0169,0.00411,0.59,0.546,-9,-9,-9,-9
13,1,3,8,13,2007,18,8,31,2007,3,17.38,2800,2.21,0.07,0.158,0.008,0.01078,0.00059,0.85,0.783,-9,-9,-9,-9
13,1,4,8,31,2007,3,9,17,2007,12,17.38,2800,1.67,0.04,0.116,0.006,0.0091,0.00215,0.59,0.629,-9,-9,-9,-9
13,1,5,9,17,2007,12,10,4,2007,21,17.38,2800,2.2,0.04,0.157,0.005,0.01053,0.00467,0.86,0.841,-9,-9,-9,-9
13,1,6,10,4,2007,21,10,22,2007,6,17.38,2800,2.57,0.03,0.242,0.019,0.03782,0.01877,0.89,0.828,-9,-9,-9,-9
13,1,7,10,22,2007,6,11,8,2007,15,17.38,2800,1.86,0.01,0.127,0.011,0.00919,0.00331,0.76,0.725,-9,-9,-9,-9
13,1,8,11,8,2007,15,11,26,2007,0,17.38,2800,1.58,0.02,0.095,0.005,0.00608,0.00051,0.64,0.673,-9,-9,-9,-9
13,1,9,11,26,2007,0,12,13,2007,9,17.38,2800,1.71,0.14,0.113,0.011,0.00757,0.00269,0.7,0.709,-9,-9,-9,-9
13,1,10,12,13,2007,9,12,30,2007,18,17.38,2800,2.25,0.08,0.153,0.015,0.01131,0.00249,0.95,0.881,-9,-9,-9,-9
13,1,11,12,30,2007,18,1,17,2008,3,17.38,2800,2.66,0.17,0.18,0.035,0.02293,0.00134,1.1,0.604,-9,-9,-9,-9
13,1,12,1,17,2008,3,2,3,2008,12,17.38,2800,2.15,0.13,0.135,0.003,0.01274,0.00353,0.89,0.855,-9,-9,-9,-9
13,1,13,2,3,2008,12,2,20,2008,21,17.38,2800,2.81,0.15,0.17,0.01,0.01642,0.00393,1.05,0.642,-9,-9,-9,-9
13,1,14,2,20,2008,21,3,9,2008,6,17.38,2800,2.6,0.17,0.17,0.035,0.01465,0.00274,1.02,0.555,-9,-9,-9,-9
13,1,15,3,9,2008,6,3,26,2008,15,17.38,2800,3.14,0.04,0.177,0.013,0.01942,0.0093,1.58,1.283,-9,-9,-9,-9
13,1,16,3,26,2008,15,4,13,2008,0,17.38,2800,2.56,0.04,0.182,0.078,0.01539,0.00836,1.1,1.055,-9,-9,-9,-9
13,1,17,4,13,2008,0,4,30,2008,9,17.38,2800,2.39,0.02,0.145,0.019,0.00938,0.00086,1.04,0.953,-9,-9,-9,-9
13,1,18,4,30,2008,9,5,17,2008,18,17.38,2800,3.59,0.04,0.257,0.07,0.01772,0.00211,1.29,0.694,-9,-9,-9,-9
13,1,19,5,17,2008,18,6,4,2008,3,17.38,2800,1.78,0.03,0.108,0.023,0.01272,0.00472,0.67,0.642,-9,-9,-9,-9
13,1,20,6,4,2008,3,6,21,2008,12,17.38,2800,1.95,0.12,0.142,0.016,0.01155,0.00426,0.76,0.816,-9,-9,-9,-9
13,1,21,6,21,2008,12,7,8,2008,21,17.38,2800,2.49,0.08,0.167,0.005,0.00808,-9,1.09,0.893,-9,-9,-9,-9
13,2,1,7,10,2007,0,7,27,2007,9,17.38,4000,1.26,0.04,0.092,0.004,0.0082,0.00005,0.49,0.587,-9,-9,-9,-9
13,2,2,7,27,2007,9,8,13,2007,18,17.38,4000,2.7,0.05,0.126,0.015,0.01956,0.00254,1.11,0.631,-9,-9,-9,-9
13,2,3,8,13,2007,18,8,31,2007,3,17.38,4000,2.76,0.02,0.177,0.011,0.02301,0.0038,1.11,0.67,-9,-9,-9,-9
13,2,4,8,31,2007,3,9,17,2007,12,17.38,4000,2.43,0.13,0.101,0.004,0.0263,0.00281,0.9,0.607,-9,-9,-9,-9
13,2,5,9,17,2007,12,10,4,2007,21,17.38,4000,1.73,0.18,0.082,0.021,0.01067,0.00159,1.39,0.813,-9,-9,-9,-9
13,2,6,10,4,2007,21,10,22,2007,6,17.38,4000,2.03,0.15,0.117,0.05,0.01104,0.00444,0.82,0.926,-9,-9,-9,-9
13,2,7,10,22,2007,6,11,8,2007,15,17.38,4000,1.94,0.12,0.114,0.01,0.01081,0.00109,0.79,0.945,-9,-9,-9,-9
13,2,8,11,8,2007,15,11,26,2007,0,17.38,4000,1.86,0.01,0.1,0.019,0.01005,0.00354,0.78,0.914,-9,-9,-9,-9
13,2,9,11,26,2007,0,12,13,2007,9,17.38,4000,1.38,0.05,0.082,0.002,0.00645,0.00661,1.08,0.698,-9,-9,-9,-9
13,2,10,12,13,2007,9,12,30,2007,18,17.38,4000,1.92,0.07,0.111,0.004,0.01071,0.00122,1.46,0.887,-9,-9,-9,-9
13,2,11,12,30,2007,18,1,17,2008,3,17.38,4000,2.33,0.12,0.132,0.013,0.01571,0.00014,1.96,0.997,-9,-9,-9,-9
13,2,12,1,17,2008,3,2,3,2008,12,17.38,4000,1.98,0.02,0.113,0.029,0.01161,0.001,-9,0.859,-9,-9,-9,-9
13,2,13,2,3,2008,12,2,20,2008,21,17.38,4000,2.12,0.05,0.129,0.012,0.01272,0.00259,0.92,1.001,-9,-9,-9,-9
13,2,14,2,20,2008,21,3,9,2008,6,17.38,4000,2.06,0.14,0.112,0.025,0.00986,0.00971,0.93,0.873,-9,-9,-9,-9
13,2,15,3,9,2008,6,3,26,2008,15,17.38,4000,1.88,0.07,0.114,0.033,0.01043,0.00095,0.77,0.874,-9,-9,-9,-9
13,2,16,3,26,2008,15,4,13,2008,0,17.38,4000,3.18,0.11,0.122,0.023,0.01197,0.00438,0.7,0.727,-9,-9,-9,-9
13,2,17,4,13,2008,0,4,30,2008,9,17.38,4000,2.72,0.04,0.136,0.004,0.0249,0.00272,1.28,1.11,-9,-9,-9,-9
13,2,18,4,30,2008,9,5,17,2008,18,17.38,4000,3.21,0.42,0.168,0.008,0.01941,0.00118,0.59,0.641,-9,-9,-9,-9
13,2,19,5,17,2008,18,6,4,2008,3,17.38,4000,3.02,0.06,0.162,0.034,0.0182,0.00454,0.57,0.654,-9,-9,-9,-9
13,2,20,6,4,2008,3,6,21,2008,12,17.38,4000,2.04,0.15,0.121,0,0.01216,0.0015,1.71,0.911,-9,-9,-9,-9
13,2,21,6,21,2008,12,7,8,2008,21,17.38,4000,2.16,0.07,0.134,0.006,0.01466,0.00177,1.77,0.931,-9,-9,-9,-9
14,1,1,6,1,2009,12,6,6,2009,13,5.05,4000,4.58,-9,0.399,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,2,6,6,2009,13,6,11,2009,14,5.05,4000,4.67,-9,0.393,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,3,6,11,2009,14,6,16,2009,15,5.05,4000,2.96,-9,0.26,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,4,6,16,2009,15,6,21,2009,17,5.05,4000,3.12,-9,0.211,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,5,6,21,2009,17,6,26,2009,18,5.05,4000,1.53,-9,0.114,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,6,6,26,2009,18,7,1,2009,19,5.05,4000,1.47,-9,0.099,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,7,7,1,2009,19,7,6,2009,20,5.05,4000,2.18,-9,0.149,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,8,7,6,2009,20,7,11,2009,21,5.05,4000,2.35,-9,0.152,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,9,7,11,2009,21,7,16,2009,22,5.05,4000,2.38,-9,0.175,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,10,7,16,2009,22,7,21,2009,23,5.05,4000,2.42,-9,0.175,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,11,7,21,2009,23,7,27,2009,1,5.05,4000,2.1,-9,0.136,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,12,7,27,2009,1,8,1,2009,2,5.05,4000,3.52,-9,0.231,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,13,8,1,2009,2,8,6,2009,3,5.05,4000,1.78,-9,0.107,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,14,8,6,2009,3,8,11,2009,4,5.05,4000,0.79,-9,0.052,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,15,8,11,2009,4,8,16,2009,5,5.05,4000,0.92,-9,0.053,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,16,8,16,2009,5,8,21,2009,6,5.05,4000,4.3,-9,0.301,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,17,8,21,2009,6,8,26,2009,7,5.05,4000,1.07,-9,0.072,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,18,8,26,2009,7,8,31,2009,9,5.05,4000,2.03,-9,0.141,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,19,8,31,2009,9,9,5,2009,10,5.05,4000,2.64,-9,0.202,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,20,9,5,2009,10,9,10,2009,11,5.05,4000,1.59,-9,0.114,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,1,21,9,10,2009,11,9,15,2009,12,5.05,4000,2.54,-9,0.179,-9,-9,-9,-9,-9,-9,-9,-9,-9
14,2,1,6,1,2009,12,6,6,2009,13,5.05,4000,3.77,0.09,0.372,0.046,0.01754,0.00032,0.99,-9,-9,-9,-9,-9
14,2,2,6,6,2009,13,6,11,2009,14,5.05,4000,5.62,0.33,0.458,0.091,0.01849,0.00395,1.36,-9,-9,-9,-9,-9
14,2,3,6,11,2009,14,6,16,2009,15,5.05,4000,3.87,0.04,0.314,0.02,0.01896,0.00097,1.07,-9,-9,-9,-9,-9
14,2,4,6,16,2009,15,6,21,2009,17,5.05,4000,2.86,0.02,0.226,0.031,0.01274,0.0026,0.98,-9,-9,-9,-9,-9
14,2,5,6,21,2009,17,6,26,2009,18,5.05,4000,1.9,0.17,0.151,0.016,0.00721,0.00073,0.64,-9,-9,-9,-9,-9
14,2,6,6,26,2009,18,7,1,2009,19,5.05,4000,2.52,0.17,0.171,0.044,0.0112,0.00135,0.84,-9,-9,-9,-9,-9
14,2,7,7,1,2009,19,7,6,2009,20,5.05,4000,3.2,0.04,0.238,0.031,0.01173,0.00601,1.25,-9,-9,-9,-9,-9
14,2,8,7,6,2009,20,7,11,2009,21,5.05,4000,3.68,0.15,0.273,0.033,0.01544,0.00057,1.35,-9,-9,-9,-9,-9
14,2,9,7,11,2009,21,7,16,2009,22,5.05,4000,2.31,0.09,0.175,0.026,0.00694,0.00108,0.7,-9,-9,-9,-9,-9
14,2,10,7,16,2009,22,7,21,2009,23,5.05,4000,2.87,0.12,0.202,0.048,0.00822,0.00167,0.91,-9,-9,-9,-9,-9
14,2,11,7,21,2009,23,7,27,2009,1,5.05,4000,2.82,0.24,0.207,0.004,0.01033,0.00124,0.91,-9,-9,-9,-9,-9
14,2,12,7,27,2009,1,8,1,2009,2,5.05,4000,3.39,0.09,0.213,0.013,0.01565,0.00233,1.26,-9,-9,-9,-9,-9
14,2,13,8,1,2009,2,8,6,2009,3,5.05,4000,2.23,0.3,0.15,0.03,0.00878,0.00301,0.72,-9,-9,-9,-9,-9
14,2,14,8,6,2009,3,8,11,2009,4,5.05,4000,1.38,0.12,0.12,0.007,0.00605,0.00256,0.44,-9,-9,-9,-9,-9
14,2,15,8,11,2009,4,8,16,2009,5,5.05,4000,1.48,0.03,0.099,0.029,0.00714,0.00215,0.54,-9,-9,-9,-9,-9
14,2,16,8,16,2009,5,8,21,2009,6,5.05,4000,3.85,0.07,0.3,0.046,0.01277,0.00453,1.37,-9,-9,-9,-9,-9
14,2,17,8,21,2009,6,8,26,2009,7,5.05,4000,1.43,0.19,0.1,0.019,0.00626,0.00105,0.41,-9,-9,-9,-9,-9
14,2,18,8,26,2009,7,8,31,2009,9,5.05,4000,2.04,0.01,0.136,0.039,0.00977,0.00386,0.55,-9,-9,-9,-9,-9
14,2,19,8,31,2009,9,9,5,2009,10,5.05,4000,3.35,0.09,0.25,0.078,0.01492,0.00201,0.84,-9,-9,-9,-9,-9
14,2,20,9,5,2009,10,9,10,2009,11,5.05,4000,1.67,0.01,0.131,0.003,0.00899,0.00701,0.57,-9,-9,-9,-9,-9
14,2,21,9,10,2009,11,9,15,2009,12,5.05,4000,3.64,0.08,0.254,0.061,0.01479,0.00379,1.31,-9,-9,-9,-9,-9
15,3,1,6,1,2009,12,6,6,2009,13,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,2,6,6,2009,13,6,11,2009,14,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,3,6,11,2009,14,6,16,2009,15,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,4,6,16,2009,15,6,21,2009,17,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,5,6,21,2009,17,6,26,2009,18,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,6,6,26,2009,18,7,1,2009,19,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,7,7,1,2009,19,7,6,2009,20,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,8,7,6,2009,20,7,11,2009,21,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,9,7,11,2009,21,7,16,2009,22,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,10,7,16,2009,22,7,21,2009,23,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,11,7,21,2009,23,7,27,2009,1,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,12,7,27,2009,1,8,1,2009,2,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,13,8,1,2009,2,8,6,2009,3,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,14,8,6,2009,3,8,11,2009,4,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,15,8,11,2009,4,8,16,2009,5,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,16,8,16,2009,5,8,21,2009,6,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,17,8,21,2009,6,8,26,2009,7,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,18,8,26,2009,7,8,31,2009,9,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,19,8,31,2009,9,9,5,2009,10,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,20,9,5,2009,10,9,10,2009,11,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,3,21,9,10,2009,11,9,15,2009,12,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,1,6,1,2009,12,6,6,2009,13,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,2,6,6,2009,13,6,11,2009,14,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,3,6,11,2009,14,6,16,2009,15,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,4,6,16,2009,15,6,21,2009,17,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,5,6,21,2009,17,6,26,2009,18,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,6,6,26,2009,18,7,1,2009,19,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,7,7,1,2009,19,7,6,2009,20,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,8,7,6,2009,20,7,11,2009,21,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,9,7,11,2009,21,7,16,2009,22,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,10,7,16,2009,22,7,21,2009,23,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,11,7,21,2009,23,7,27,2009,1,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,12,7,27,2009,1,8,1,2009,2,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,13,8,1,2009,2,8,6,2009,3,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,14,8,6,2009,3,8,11,2009,4,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,15,8,11,2009,4,8,16,2009,5,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,16,8,16,2009,5,8,21,2009,6,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,17,8,21,2009,6,8,26,2009,7,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,18,8,26,2009,7,8,31,2009,9,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
15,4,19,8,31,2009,9,9,5,2009,10,5.05,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
